Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Norway,-9.9313515442806,-11.765656530182,-11.019148651918,-10.159045516907,-9.6220622193138,-12.793723823965,-14.099368489163,-16.044552143855,-17.771369833136,-18.704984283603,-21.415539473649,-29.809084545533,-29.549411733052,-33.83194527159,-38.821493869951,-44.840292926537,-52.700201595801,-50.409140093091,-48.32125154051,-43.107069810305,-46.59775363798,-47.448636311389,-49.019062749553,-60.137489157417,-74.619095559304,-85.57358522587,-84.199366847549,-79.268867767075,-71.796106331036,-105.475916785,-111.27341513466,-111.85403979728,-114.75395587362,-118.01619334536,-121.74694775274,-125.12864992667
Oman,-6.9536400258173,-10.091634562466,-6.299400572276,2.0648861318123,11.728076179739,11.972225886077,13.440733048467,10.988268330733,22.139400769113,22.13184470833,6.0786972781681,3.1121132463462,0.011253344245254,-4.2293605221166,-7.9083214143128,-17.633422704135,-18.963891152346,-23.607443951165,-17.424026415645,-22.188702582129,-19.569778118176,-16.807105337563,-15.645871037106,-28.836985834256,-27.641027022264,-22.769486216721,-0.95933574494178,13.413163385231,32.122398562966,41.500213951863,66.192206520627,78.389607740281,81.437903297848,87.25242820429,94.300603399237,98.143911335492
Pakistan,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,78.315502983502,72.669893008802,66.373277922534,59.599230173607,54.406978625437,48.708173767125,47.024478089958,53.125852538407,54.703567103224,56.689396399022,55.920448623315,59.399720562143,60.719634847657,58.089406028195,58.240060349289,61.271513250849,61.505370679157,66.504920437442,77.162107147648,79.668865043594,79.147802303407,76.071727164902,72.915016341011,68.806295308329,64.931715143934
Peru,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,37.679820848258,37.06012242525,38.127669077172,38.672458433871,34.958213387386,31.966049214164,24.0912452394,16.743105197799,12.993828675403,12.202439511059,10.238707791328,6.0629466111671,2.7882745086969,1.5026830939043,2.6850776891098,5.3055432987131,6.9507171535728,8.7263004357605,10.231032415266,11.204089090119,21.983698964056,24.127191950266,25.738139394168,26.62145976499,27.179837978102,27.392765700273
Poland,no data,no data,no data,no data,no data,45.009828839705,39.169502206016,39.214988865888,35.353524427199,35.576549692536,32.074429926731,32.099002031649,36.283531256692,41.490194224108,39.400609841771,40.367593815739,41.322179632316,37.084056886864,39.403976367878,43.229609196381,47.668241636308,48.708217943318,48.212718991389,51.210773401219,44.94463593404,46.501169369978,48.095033792306,44.757303549152,42.358155313456,39.468172325643,53.500103305025,53.677943872041,52.737775457675,52.840608528681,53.364297917376,54.392639132435
Portugal,no data,no data,no data,no data,no data,46.975915604648,50.572592910553,46.240142283375,42.718049022302,41.569087140572,41.494567587436,44.374884919904,46.329714361475,49.97812661098,53.594722302136,58.176871160188,59.424854024169,60.539939770449,64.052837776964,76.057424956824,82.218611597657,102.9505463491,115.74515317097,118.26223237061,120.45914071759,121.4546288197,120.04999737251,116.56783226919,116.03280980183,111.37229265554,130.27239762854,123.58233057429,117.96942810848,113.77046137525,112.15150258741,110.43378776962
Saudi Arabia,no data,37.959919139529,46.108792474763,56.525799431321,65.468900263569,71.621396519209,72.546001477183,73.991003743288,97.932169707441,99.348807471515,83.63499549042,91.3014971466,93.579068861138,78.705759753652,56.684253904392,22.311455471416,6.0842753865649,-10.295624317872,-37.923285267068,-38.318466161126,-36.911869250661,-36.991661561176,-47.120342468333,-50.868807888703,-47.055724188433,-35.907872112522,-17.115302161686,-7.6788057325756,-0.087202495739486,4.9920877008894,16.769304774728,21.489320536227,24.374044972513,26.144091799874,26.557360493654,25.721525163208
Slovenia,no data,no data,no data,no data,no data,6.7030906749489,10.566957266224,11.65684963683,11.990776325903,13.360152322571,16.328349183954,17.684192607234,16.533891611391,18.828889678409,19.654555852354,19.85189052539,19.032230388652,15.149899496771,13.775619171169,21.041293728572,26.697356444166,32.255940591388,36.558602940974,45.207561247919,46.4732969658,50.324560003706,52.320482775364,51.870677482314,45.885677568255,43.076847701809,50.192725125862,50.703385454033,50.251082693812,49.053076358008,48.010070109245,47.285433282024
South Africa,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,41.500283096828,42.022163938355,35.092748572903,34.75474265599,33.590747483579,28.687439530421,25.89488420137,22.849682057661,21.739692021698,25.369555169984,28.513980485508,31.332914855809,34.839875937812,37.940246504426,40.723597231161,43.566073390268,45.40607378655,47.770253340548,51.049108732044,56.141562246129,74.472985883357,80.02461617422,83.415284146684,84.987756301287,84.726039531431,83.112491748195
Spain,28.557578125969,29.880898203396,32.355302928411,37.117340070683,42.552679306232,53.684479376792,57.281920883093,57.135092821376,54.665955464277,51.180555634664,47.258433960895,44.458135102633,41.030687797511,38.553551066604,35.883599379594,31.823567946325,26.795179030566,22.443440544694,25.42411366502,36.600574195075,45.991646383129,56.385225092431,71.759393714862,80.83819843818,85.197929580549,84.93230403029,86.071155192846,84.499692480622,82.713690314284,81.334353436958,106.91154578104,106.39474545857,106.2927579971,105.90442454549,105.29088974118,106.38367039586
Sweden,no data,no data,no data,31.083579824263,50.605297544681,44.44126435096,46.223077292666,49.848652033514,50.518020999533,43.463881997479,24.354120651072,30.273939173178,29.274197024557,29.24594357569,28.487022444398,26.343316553426,20.677823522553,15.618662051792,13.520158089098,14.372972078319,13.379548413762,11.679455350928,11.263513582108,11.406605486059,11.235470467575,11.159566902243,8.9152035399072,6.2314841601057,5.9302993637934,3.2169441250194,9.2213241286565,10.723545142143,11.775215864957,11.02606432679,10.32644600528,9.6240975437258
Switzerland,13.458038556111,14.617192860038,18.270966586211,21.063115076641,23.627591675568,25.601602055093,27.703021603622,29.575339278309,30.657949996133,34.717570057677,34.803361840714,35.739942412343,39.670317187662,39.7233851353,45.672625635414,42.573058459494,37.31722755231,30.024010680638,25.440195913282,23.851579770775,22.449629438844,22.597711262185,22.223226556746,21.225412623245,21.27304363268,21.392501113089,22.146458502228,21.239411126572,20.157895415291,21.340288942504,27.950693598177,27.678019462131,27.146914824817,26.534963579235,25.444361965373,24.480719872577
Turkey,no data,no data,no data,no data,no data,42.682691448277,45.909556377203,43.203550917845,43.689325571713,60.892748015963,46.562271425025,72.154984413691,65.404448041765,57.695572045792,51.084929281264,43.396179950163,37.10205871032,31.59717503907,32.066714059727,37.172697858447,34.666780177679,30.877828363381,27.265060755235,25.75337454941,23.707112294247,22.840438201712,23.275212813312,22.11520018056,23.89753771279,26.584611882227,35.237277131776,39.859845049275,42.536008646392,43.988586376075,45.844028790472,47.388235709805
United Kingdom,25.634050963414,24.686069419137,26.140600455662,30.431112085443,35.493076164273,39.406671620267,42.411917398277,39.434056575441,37.320888219797,36.147599943071,30.840084260331,29.582668555251,30.068007670076,31.626712260681,34.476884059728,35.654033520641,36.095036825651,36.444361280665,43.575035646201,56.639475510513,67.43624077282,71.82767647617,74.759565968978,75.927791173267,78.011724173118,78.427728995209,77.839094191968,76.722658612605,75.921697669733,75.401362177029,98.143501908117,101.59999749406,103.52901718067,105.34940874236,106.4766309165,107.0562322764
