"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLTLT01","Long-term interest rate","SVN","Slovenia","ST","Level, ratio or index","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.05,,
"IRLTLT01","Long-term interest rate","SVN","Slovenia","ST","Level, ratio or index","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,0.476666666666667,,
"IRLTLT01","Long-term interest rate","SVN","Slovenia","ST","Level, ratio or index","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-0.03,,
"IRLTLT01","Long-term interest rate","SVN","Slovenia","ST","Level, ratio or index","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,-0.18,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1980-Q1","Q1-1980","PC","Percentage","0","Units",,,9.25333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1980-Q2","Q2-1980","PC","Percentage","0","Units",,,9.49333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1980-Q3","Q3-1980","PC","Percentage","0","Units",,,10.11,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1980-Q4","Q4-1980","PC","Percentage","0","Units",,,11.4866666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1981-Q1","Q1-1981","PC","Percentage","0","Units",,,12.6533333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1981-Q2","Q2-1981","PC","Percentage","0","Units",,,12.9233333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1981-Q3","Q3-1981","PC","Percentage","0","Units",,,13.1133333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1981-Q4","Q4-1981","PC","Percentage","0","Units",,,13.26,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1982-Q1","Q1-1982","PC","Percentage","0","Units",,,14.1433333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1982-Q2","Q2-1982","PC","Percentage","0","Units",,,14.2866666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1982-Q3","Q3-1982","PC","Percentage","0","Units",,,13.8366666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1982-Q4","Q4-1982","PC","Percentage","0","Units",,,11.7666666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1983-Q1","Q1-1983","PC","Percentage","0","Units",,,11.41,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1983-Q2","Q2-1983","PC","Percentage","0","Units",,,12.4533333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1983-Q3","Q3-1983","PC","Percentage","0","Units",,,13.2766666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1983-Q4","Q4-1983","PC","Percentage","0","Units",,,13.52,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1984-Q1","Q1-1984","PC","Percentage","0","Units",,,13.9033333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1984-Q2","Q2-1984","PC","Percentage","0","Units",,,14.68,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1984-Q3","Q3-1984","PC","Percentage","0","Units",,,16.01,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1984-Q4","Q4-1984","PC","Percentage","0","Units",,,16.3133333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1985-Q1","Q1-1985","PC","Percentage","0","Units",,,17.2,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1985-Q2","Q2-1985","PC","Percentage","0","Units",,,16.0966666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1985-Q3","Q3-1985","PC","Percentage","0","Units",,,16.08,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1985-Q4","Q4-1985","PC","Percentage","0","Units",,,17.79,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1986-Q1","Q1-1986","PC","Percentage","0","Units",,,17.3633333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1986-Q2","Q2-1986","PC","Percentage","0","Units",,,17.2833333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1986-Q3","Q3-1986","PC","Percentage","0","Units",,,15.2633333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1986-Q4","Q4-1986","PC","Percentage","0","Units",,,15.5533333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1987-Q1","Q1-1987","PC","Percentage","0","Units",,,15.16,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1987-Q2","Q2-1987","PC","Percentage","0","Units",,,15.4433333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1987-Q3","Q3-1987","PC","Percentage","0","Units",,,15.2466666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1987-Q4","Q4-1987","PC","Percentage","0","Units",,,15.3366666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1988-Q1","Q1-1988","PC","Percentage","0","Units",,,16.43,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1988-Q2","Q2-1988","PC","Percentage","0","Units",,,16.34,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1988-Q3","Q3-1988","PC","Percentage","0","Units",,,16.0666666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1988-Q4","Q4-1988","PC","Percentage","0","Units",,,16.65,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1989-Q1","Q1-1989","PC","Percentage","0","Units",,,16.7333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1989-Q2","Q2-1989","PC","Percentage","0","Units",,,17.28,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1989-Q3","Q3-1989","PC","Percentage","0","Units",,,17.02,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1989-Q4","Q4-1989","PC","Percentage","0","Units",,,16.57,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1990-Q1","Q1-1990","PC","Percentage","0","Units",,,15.5866666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1990-Q2","Q2-1990","PC","Percentage","0","Units",,,16.332,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1990-Q3","Q3-1990","PC","Percentage","0","Units",,,16.368,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1990-Q4","Q4-1990","PC","Percentage","0","Units",,,16.3166666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","Units",,,15.74,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","Units",,,16.05,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","Units",,,16.6866666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","Units",,,16.9,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","Units",,,16.64,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","Units",,,16.07,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","Units",,,14.6166666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","Units",,,14.4333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","Units",,,14.5,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","Units",,,14.8766666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","Units",,,13.7933333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","Units",,,12.7,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","Units",,,12.6666666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","Units",,,13.82,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","Units",,,15.9566666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","Units",,,16.8833333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","Units",,,16.8533333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","Units",,,16.85,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","Units",,,16.0233333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","Units",,,14.7,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","Units",,,14.3033333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","Units",,,16.03,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","Units",,,15.5433333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","Units",,,16.0566666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","Units",,,15.3366666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","Units",,,15.0133333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","Units",,,14.21,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","Units",,,14.23,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","Units",,,13.4766666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","Units",,,13.66,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","Units",,,17.0466666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,16.3066666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,15.1033333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,14.8833333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,15.2,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,14.42,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,13.6366666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,14.4633333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,13.7133333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,13.3333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,12.1233333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,11.8066666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,10.82,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,10.8766666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,12.0433333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,11.91,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,11.1933333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,10.8566666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,10.0366666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,9.65,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,9.59,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,9.18666666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,9.42333333333334,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,10.1566666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,9.69333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,8.83333333333334,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,8.08666666666666,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,8.31,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,8.02,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,7.85,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,7.33,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,7.79333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,8.60333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,8.02333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,7.58,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,7.77333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,8.38666666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,8.2,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,8.73666666666666,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,9.67,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,9.44666666666666,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,8.54666666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,8.18,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,8.71666666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,8.87,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,9.04666666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,9.09,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,8.90333333333334,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,8.29,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,8.17666666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,8.72,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,8.59666666666666,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,8.3,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,8.46333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,8.33333333333334,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,8.24,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,7.46666666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,7.56,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,7.31333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,7.29,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,8.16333333333334,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,8.12333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,8.55666666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,8.30333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,8.22,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,7.92,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,7.56333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,8.08666666666666,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,8.31,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,8.70333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,9.37333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,9.13666666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,8.7,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,8.87333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,8.7,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,8.82333333333333,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,9.12,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,9.56666666666667,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,8.76333333333334,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,8.89333333333334,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,9.3,,
"IRLTLT01","Long-term interest rate","ZAF","South Africa","ST","Level, ratio or index","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,9.57,,
