"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","Units",,,7.462331037,"E","Estimated value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","Units",,,5.535690243,"E","Estimated value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","Units",,,7.770894292,"E","Estimated value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","Units",,,12.153346703,"E","Estimated value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","Units",,,7.897844497,"E","Estimated value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","Units",,,9.01628245,"E","Estimated value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","Units",,,6.389620938,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","Units",,,0.296743617,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","Units",,,5.886041126,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","Units",,,5.078276015,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","Units",,,8.174694083,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","Units",,,10.924218908,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","Units",,,11.10113169,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","Units",,,11.035409126,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","Units",,,6.793173758,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","Units",,,7.226654472,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","Units",,,5.603394872,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,5.998063516,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,8.100655035,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,8.500124705,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,8.203445004,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,9.982347743,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,11.01078314,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,11.19222441,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,13.281951797,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,15.104521283,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,7.404366803,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,3.43336592,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,0.843441782,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,-5.207888884,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,-1.242396929,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,0.346552394,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,0.989858934,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,2.44472602,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,3.257853671,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,1.527130246,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,0.991678791,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,2.493162955,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,2.532294034,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,8.139795246,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,9.702772472,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,10.055894101,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,8.686442261,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,5.03346157,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,5.478785853,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,4.296114689,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,7.391777145,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,8.548990776,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,7.028025307,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,7.321884468,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,5.700948558,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,4.520752215,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,5.428837413,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,5.707340697,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,4.255782995,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,4.10694019,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,1.840207015,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,-3.555010312,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,-11.368097575,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,-11.247200321,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,-8.725591755,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,-2.931269459,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,8.007659103,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,9.973246764,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,10.029093976,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,10.153857312,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,8.86932832,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,5.941439351,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,4.653929788,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,1.525213445,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,1.734326163,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,3.724317918,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,2.693745994,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,4.843135874,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,3.642548316,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,1.683987422,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,2.672274113,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,2.539635415,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,3.342611005,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,4.325229019,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,5.197102549,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,5.224107097,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,11.321233625,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,6.778647977,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,6.012358159,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,5.513144709,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-0.895444768,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,2.346450706,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,2.134443726,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,2.531639227,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,5.153941362,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,6.893025119,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,7.420328635,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,7.512697057,,
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,5.357017454,"P","Provisional value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,4.532727665,"P","Provisional value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,4.752230423,"P","Provisional value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,2.29171835,"P","Provisional value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.86863584,"P","Provisional value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,2.660227573,"P","Provisional value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,2.13908913,"P","Provisional value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,3.76667547,"P","Provisional value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.454476714,"P","Provisional value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-10.437888091,"P","Provisional value"
"NLD","Netherlands","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-4.146894922,"P","Provisional value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1980-Q1","Q1-1980","PC","Percentage","0","Units",,,1.742351489,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1980-Q2","Q2-1980","PC","Percentage","0","Units",,,-4.099244876,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1980-Q3","Q3-1980","PC","Percentage","0","Units",,,0.304649419,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1980-Q4","Q4-1980","PC","Percentage","0","Units",,,-3.897014158,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1981-Q1","Q1-1981","PC","Percentage","0","Units",,,-3.418096951,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1981-Q2","Q2-1981","PC","Percentage","0","Units",,,1.364277084,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1981-Q3","Q3-1981","PC","Percentage","0","Units",,,1.385646884,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1981-Q4","Q4-1981","PC","Percentage","0","Units",,,-2.25335554,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1982-Q1","Q1-1982","PC","Percentage","0","Units",,,0.841936454,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1982-Q2","Q2-1982","PC","Percentage","0","Units",,,0.308120465,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1982-Q3","Q3-1982","PC","Percentage","0","Units",,,-2.358303607,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1982-Q4","Q4-1982","PC","Percentage","0","Units",,,3.4453014,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1983-Q1","Q1-1983","PC","Percentage","0","Units",,,-0.917251189,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1983-Q2","Q2-1983","PC","Percentage","0","Units",,,2.589108911,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1983-Q3","Q3-1983","PC","Percentage","0","Units",,,2.031559137,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1983-Q4","Q4-1983","PC","Percentage","0","Units",,,1.603291714,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1984-Q1","Q1-1984","PC","Percentage","0","Units",,,2.145882791,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1984-Q2","Q2-1984","PC","Percentage","0","Units",,,-0.765585126,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1984-Q3","Q3-1984","PC","Percentage","0","Units",,,0.454628949,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1984-Q4","Q4-1984","PC","Percentage","0","Units",,,2.349714286,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1985-Q1","Q1-1985","PC","Percentage","0","Units",,,4.613872884,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1985-Q2","Q2-1985","PC","Percentage","0","Units",,,-1.494321578,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1985-Q3","Q3-1985","PC","Percentage","0","Units",,,2.414181692,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1985-Q4","Q4-1985","PC","Percentage","0","Units",,,-0.359727454,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1986-Q1","Q1-1986","PC","Percentage","0","Units",,,1.125552158,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1986-Q2","Q2-1986","PC","Percentage","0","Units",,,1.92364232,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1986-Q3","Q3-1986","PC","Percentage","0","Units",,,1.615362426,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1986-Q4","Q4-1986","PC","Percentage","0","Units",,,1.017883937,"E","Estimated value"
"NLD","Netherlands","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1987-Q1","Q1-1987","PC","Percentage","0","Units",,,-0.746688077,"E","Estimated value"
